"CLASS","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F"
"LIFESCI 7B - GILBERT, P.S.",0.053,0.275,0.24,0.123,0.158,0.064,0.012,0.023,0.018,0.018,0.006,NA,0.012
"LIFESCI 7B - PIRES, D.B.",NA,0.287,0.277,0.192,0.125,0.062,0.03,0.027,NA,NA,NA,NA,NA
"LIFESCI 7C - ESDIN, J.",0.037,0.367,0.172,0.114,0.172,0.051,0.074,0.013,NA,NA,NA,NA,NA
"LIFESCI 7C - HSIAO, E.Y.",0.027,0.216,0.211,0.184,0.169,0.094,0.045,0.05,0.002,NA,0.002,NA,NA
"LING 1 - SHARVIT, Y.",0.166,0.344,0.267,0.106,0.072,0.022,0.015,0.007,NA,NA,NA,NA,NA
"LING 103 - FAYTAK, M.",NA,0.067,0.233,0.233,0.167,0.133,0.167,NA,NA,NA,NA,NA,NA
"LING 110 - GOLDSTEIN, D.M.",0.25,0.542,0.125,0.042,NA,NA,NA,0.042,NA,NA,NA,NA,NA
"LING 119A - AHN, S.",0.263,0.263,0.079,0.132,0.079,0.079,0.053,0.026,0.026,NA,NA,NA,NA
"LING 120A - ZURAW, K.R.",0.062,0.188,0.375,0.188,0.125,0.062,NA,NA,NA,NA,NA,NA,NA
"LING 120B - LOCCIONI, N.",0.171,0.224,0.118,0.132,0.092,0.066,0.066,0.066,0.026,NA,NA,NA,0.039
"LING 132 - HARRIS, J.A.",0.674,0.186,0.047,0.047,0.023,NA,0.023,NA,NA,NA,NA,NA,NA
"LING 165B - LOCCIONI, N.",0.121,0.152,0.182,0.182,0.152,0.091,0.061,0.061,NA,NA,NA,NA,NA
"LING 170 - BAHTINA, D.",0.703,0.189,0.081,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LING 20 - SCHUTZE, C.T.",0.159,0.175,0.159,0.143,0.095,0.063,NA,0.127,0.032,0.016,NA,NA,0.032
"LING 20 - SILVESTRI, G.",0.028,0.183,0.148,0.077,0.169,0.141,NA,0.085,0.042,0.007,0.049,0.014,0.056
"LING 200A - SHIH, S.",0.286,0.5,0.143,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LING 200B - POOLE, E.J.",0.231,0.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LING 200C - BUMFORD, D.",0.286,0.571,0.071,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LING C140 - SILVESTRI, G.",0.061,0.182,0.273,0.152,0.182,0.03,0.061,0.061,NA,NA,NA,NA,NA
"LING M7 - BAHTINA, D.",0.68,0.12,0.04,0.08,0.04,0.04,NA,NA,NA,NA,NA,NA,NA
"M E STD 177 - LORENZ, B.",0.13,0.522,0.043,0.217,NA,0.043,NA,NA,NA,NA,NA,NA,0.043
"M E STD M178 - BAKHOS, C.A.",NA,0.143,0.214,0.286,0.143,0.214,NA,NA,NA,NA,NA,NA,NA
"M E STD M50A - BURKE, A.A.",0.354,0.396,0.083,0.021,0.062,NA,NA,0.042,0.021,NA,NA,NA,0.021
"M E STD M50CW - YARBROUGH, L.B.",0.111,0.333,0.111,0.13,0.074,0.093,0.037,0.056,0.019,0.019,NA,NA,0.019
"M PHARM 237 - CHOW, S.A.",NA,0.231,0.385,0.231,0.077,0.077,NA,NA,NA,NA,NA,NA,NA
"M PHARM 251 - WU, T.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAT SCI 10 - KODAMBAKA, S.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAT SCI 104 - HUANG, Y.",0.031,0.156,0.219,0.219,0.125,NA,0.125,0.094,NA,NA,NA,NA,0.031
"MAT SCI 104 - POZUELO, M.",0.02,0.143,0.122,0.143,0.265,0.122,0.02,0.102,0.041,0.02,NA,NA,NA
"MAT SCI 110 - KINDLUND, H.",0.048,0.29,0.226,0.194,0.145,0.032,NA,0.032,0.016,NA,0.016,NA,NA
"MAT SCI 110L - GOORSKY, M.S.",NA,0.278,0.167,0.111,0.222,NA,0.056,0.056,0.056,NA,NA,NA,0.056
"MAT SCI 110L - GOORSKY, M.S. LEC 3",NA,0.588,NA,0.118,0.176,NA,NA,NA,NA,NA,0.059,NA,0.059
"MAT SCI 110L - KINDLUND, H.",NA,0.75,0.15,NA,0.05,0.05,NA,NA,NA,NA,NA,NA,NA
"MAT SCI 130 - BALONIS, M.",0.049,0.122,0.22,0.171,0.195,0.024,0.098,0.049,NA,0.024,0.024,NA,0.024
"MAT SCI 160 - BESCHER, E.P.",NA,0.161,0.161,0.161,0.194,0.097,0.129,0.065,NA,NA,0.032,NA,NA
"MAT SCI 200 - FREIMAN, G.",0.114,0.629,0.143,0.086,0.029,NA,NA,NA,NA,NA,NA,NA,NA
"MAT SCI 202 - HE, X.",0.208,0.458,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAT SCI 243C - MARIAN, J.",NA,0.278,0.278,0.167,0.167,0.056,NA,NA,0.056,NA,NA,NA,NA
"MAT SCI 252 - PEI, Q.",0.125,0.625,0.188,NA,NA,0.062,NA,NA,NA,NA,NA,NA,NA
"MAT SCI M105 - FREIMAN, G.",0.5,0.333,0.056,0.056,0.056,NA,NA,NA,NA,NA,NA,NA,NA
"MAT SCI M297C - YANG, J.",NA,0.176,0.176,0.529,0.118,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 1 - RONCHETTI, N.",NA,0.144,0.135,0.126,0.126,0.081,0.054,0.234,0.063,NA,NA,NA,0.036
"MATH 101 - SARKAR, S.",0.3,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 105A - DALLAS, H.J.",0.067,0.2,0.067,0.067,0.067,0.267,0.067,0.2,NA,NA,NA,NA,NA
"MATH 110A - GONG, S.",0.216,0.135,0.054,0.162,0.081,0.162,0.081,0.054,0.054,NA,NA,NA,NA
"MATH 110AH - ELMAN, R.S.",0.027,0.595,0.108,0.081,0.108,0.054,NA,NA,0.027,NA,NA,NA,NA
"MATH 110AH - KHARE, C.",0.111,0.148,0.037,0.111,0.148,0.074,NA,0.074,0.111,NA,NA,0.111,0.074
"MATH 115A - ARANT, T.J.",0.026,0.105,0.158,0.026,0.132,0.026,0.079,0.211,0.105,0.026,0.026,0.026,0.053
"MATH 115A - BALMER, P.",0.042,0.083,0.125,0.125,0.125,0.125,0.125,0.125,0.042,NA,NA,0.042,0.042
"MATH 115A - BALMER, P. LEC 5",NA,0.156,0.125,0.156,0.156,0.062,0.062,0.062,0.156,0.062,NA,NA,NA
"MATH 115A - GONZALEZ, N.",NA,0.152,0.121,0.091,0.152,0.061,0.061,0.121,0.121,0.03,0.03,0.03,0.03
"MATH 115A - HEMPEL, N.",0.111,0.056,0.139,0.167,0.028,0.139,0.111,0.083,NA,0.028,0.028,NA,0.111
"MATH 115A - HUANG, L.",0.032,0.29,0.065,0.161,0.194,0.065,0.097,0.032,0.065,NA,NA,NA,NA
"MATH 115A - MARENGON, M.",NA,0.194,0.028,0.25,0.056,0.028,0.194,0.111,0.028,NA,0.083,NA,0.028
"MATH 115A - WHITE, N.A.",0.026,0.231,0.077,0.128,0.179,0.077,0.103,0.128,0.051,NA,NA,NA,NA
"MATH 115AH - GIESEKER, D.",0.03,0.394,0.121,0.152,0.121,0.121,NA,0.03,0.03,NA,NA,NA,NA
"MATH 115AH - GREENE, R.E.",0.158,0.526,NA,NA,0.316,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 120A - WILLIS, M.S.",0.03,0.303,0.061,0.121,0.091,0.091,0.03,0.152,0.061,NA,0.061,NA,NA
"MATH 131A - BISKUP, M.",NA,0.167,NA,0.25,0.167,NA,NA,0.083,0.083,NA,NA,NA,0.25
"MATH 131A - BROWN, R.F.",0.053,0.053,0.184,0.132,0.079,0.105,0.237,0.053,0.026,0.026,NA,NA,0.053
"MATH 131A - GEHRET, A.R.",NA,0.231,0.154,0.077,0.154,0.192,0.038,0.077,0.038,NA,0.038,NA,NA
"MATH 131A - LIU, G.",NA,0.367,NA,NA,0.167,0.167,NA,0.133,0.067,NA,NA,NA,0.1
"MATH 131A - MADRID PADILLA, J.",0.077,0.154,0.077,0.077,0.205,0.051,0.103,0.103,0.103,NA,NA,NA,0.051
"MATH 131A - MARKS, A.S.",0.054,0.162,0.108,0.135,0.135,0.027,0.135,0.081,0.054,NA,NA,NA,0.108
"MATH 131AH - BOEDIHARDJO, M.T.",NA,0.364,0.045,0.136,NA,0.091,0.045,0.182,NA,NA,NA,NA,0.136
"MATH 131AH - VISAN, M.",0.103,0.345,NA,NA,0.207,0.172,0.034,0.069,0.034,NA,NA,NA,0.034
"MATH 131B - CHIARINI, A.",NA,0.188,0.156,NA,0.156,0.094,0.094,0.062,0.031,0.031,0.094,NA,0.094
"MATH 131B - SPAAS, P.",NA,0.088,0.088,0.088,0.088,0.176,0.088,0.059,0.118,NA,0.059,0.147,NA
"MATH 132 - LIU, G.",0.034,0.276,0.069,NA,0.138,0.172,0.069,0.034,0.069,NA,0.034,NA,0.103
"MATH 132 - SALAZAR, R.",0.024,0.122,0.122,0.098,0.22,0.22,NA,0.098,0.073,NA,NA,NA,0.024
"MATH 134 - WINK, M.",0.026,0.282,0.026,0.128,0.231,0.051,0.128,0.051,0.077,NA,NA,NA,NA
"MATH 134 - WINK, M. LEC 2",0.032,0.194,0.032,0.065,0.258,NA,0.032,0.258,0.032,NA,NA,NA,0.097
"MATH 135 - MOU, C.",NA,0.108,0.216,0.108,0.405,0.027,0.027,0.108,NA,NA,NA,NA,NA
"MATH 135 - MOU, C. LEC 3",0.121,0.212,0.061,0.212,0.182,0.121,0.061,0.03,NA,NA,NA,NA,NA
"MATH 135 - ZINN-BJORKMAN, L.",0.073,0.171,0.195,0.073,0.171,0.073,0.024,NA,0.073,NA,0.024,0.049,0.073
"MATH 142 - ZINN-BJORKMAN, L.",0.053,0.211,0.158,0.079,0.079,0.079,0.079,0.079,0.026,0.026,0.053,0.026,0.053
"MATH 142 - ZINN-BROOKS, H.A.",0.023,0.256,0.116,0.163,0.209,0.116,0.023,0.023,NA,0.023,NA,0.023,0.023
"MATH 151A - JAMNESHAN, A.",NA,0.125,0.156,0.219,0.125,0.125,0.062,NA,0.125,NA,NA,NA,0.062
"MATH 151A - MCKENZIE, D.",0.081,0.432,0.108,0.054,0.054,0.054,0.081,0.054,NA,0.054,NA,NA,0.027
"MATH 151A - TONG, J.",NA,0.154,0.205,0.154,0.179,0.026,0.179,NA,0.051,NA,NA,NA,0.051
"MATH 151A - WU FUNG, S.M.",0.028,0.139,0.278,0.167,0.25,0.083,NA,0.028,0.028,NA,NA,NA,NA
"MATH 151B - LI, W.",0.349,0.372,0.023,0.047,0.07,0.023,NA,0.023,NA,0.023,0.07,NA,NA
"MATH 156 - HADDOCK, J.",0.034,0.345,0.207,NA,0.069,0.034,0.034,0.138,NA,0.034,0.034,NA,0.069
"MATH 164 - LI, W.",0.184,0.053,0.026,0.237,0.158,0.263,0.026,0.026,NA,NA,0.026,NA,NA
"MATH 164 - SALANEVICH, P.",0.121,0.121,0.152,NA,0.121,0.091,0.273,0.03,0.091,NA,NA,NA,NA
"MATH 164 - SALANEVICH, P. LEC 2",0.188,0.062,0.219,0.062,0.125,0.125,0.094,0.031,0.031,NA,NA,NA,0.062
"MATH 170A - CHIARINI, A.",0.056,0.167,0.056,0.222,0.111,NA,0.111,0.111,NA,0.056,0.056,NA,0.056
"MATH 170B - ARANT, T.J.",0.036,0.143,0.143,0.036,0.214,NA,0.036,0.107,0.071,NA,0.143,0.071,NA
"MATH 170B - HARROP-GRIFFITHS,",0.071,0.143,0.179,0.179,0.071,0.036,0.107,0.107,0.036,NA,NA,0.036,0.036
"MATH 170E - CHAN, S.",0.053,NA,0.132,0.105,0.158,0.026,0.105,0.132,0.184,0.026,0.026,NA,0.053
"MATH 170E - CHAN, S. LEC 3",0.086,0.2,0.029,0.086,0.114,0.086,0.143,0.086,0.114,0.057,NA,NA,NA
"MATH 170E - NGUYEN, H.D.",0.028,0.167,0.028,0.028,0.194,0.083,0.056,0.222,0.028,NA,0.111,NA,0.056
"MATH 171 - NGUYEN, H.D.",0.031,0.156,0.094,0.125,0.031,0.031,0.062,0.219,0.062,0.031,0.062,0.062,0.031
"MATH 174E - KAUSHANSKY, V.",0.031,0.156,0.188,0.219,0.188,0.125,0.062,NA,NA,NA,0.031,NA,NA
"MATH 174E - TAYLOR, D.W.",NA,0.28,0.2,0.08,0.2,0.12,0.12,NA,NA,NA,NA,NA,NA
"MATH 177 - OZEL, E.",NA,0.271,0.062,0.229,0.188,0.083,NA,0.062,0.062,NA,0.021,NA,0.021
"MATH 178A - KAUSHANSKY, V.",NA,0.333,0.125,0.167,0.083,0.125,0.042,0.042,0.042,NA,0.042,NA,NA
"MATH 178A - OZEL, E.",0.024,0.293,0.195,0.171,0.122,0.098,NA,0.049,0.049,NA,NA,NA,NA
"MATH 180 - MORENO, A.J.",0.071,0.286,0.107,0.143,0.25,NA,0.036,0.036,0.036,NA,0.036,NA,NA
"MATH 182 - GONG, S.",0.147,0.265,0.088,0.059,0.118,0.147,0.059,0.088,NA,NA,0.029,NA,NA
"MATH 191 - HLUSHCHANKA, M.",0.385,0.077,NA,NA,0.231,0.077,0.077,NA,0.077,NA,NA,NA,0.077
"MATH 206A - PAK, I.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 210A - MERKURJEV, A.S.",0.087,0.522,NA,NA,0.261,0.043,NA,0.087,NA,NA,NA,NA,NA
"MATH 220A - ASCHENBRENNER, M.J",0.467,0.133,NA,0.067,0.267,0.067,NA,NA,NA,NA,NA,NA,NA
"MATH 223M - CHERNIKOV, A.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 225A - HONDA, K.",0.261,0.696,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 229A - ROUQUIER, R.A.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 245A - GANGBO, W.D.",0.158,0.368,0.211,0.105,0.053,0.053,0.053,NA,NA,NA,NA,NA,NA
"MATH 246A - KILLIP, R.B.",NA,0.357,0.357,0.214,0.071,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 251A - KIM, C.",NA,0.9,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA
"MATH 254A - TAO, T.C.",0.091,0.727,0.091,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 255A - AUSTIN, T.D.",NA,0.412,0.294,0.176,0.118,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 266A - PORTER, M.A.",0.067,0.333,0.067,0.2,0.2,0.133,NA,NA,NA,NA,NA,NA,NA
"MATH 269A - ANDERSON, C.R.",NA,0.714,0.143,0.071,0.071,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 270A - TERAN, J.M.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 273A - JACOBS, M.A.",NA,0.333,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 275A - MENZ, G.",0.071,0.214,0.143,0.214,0.071,0.286,NA,NA,NA,NA,NA,NA,NA
"MATH 285J - MONTUFAR CUARTAS,",0.8,NA,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 31A - FAN, H.",0.072,0.344,0.176,0.088,0.072,0.08,0.024,0.04,0.016,0.024,0.04,0.008,0.016
"MATH 31A - GREENFELD, R.",0.031,0.108,0.162,0.177,0.185,0.138,0.069,0.031,0.023,0.015,NA,0.031,0.031
"MATH 31A - HSU, C.",0.033,0.182,0.107,0.107,0.14,0.05,0.116,0.066,0.091,0.025,0.025,0.017,0.041
"MATH 31A - NURBEKYAN, L.",0.015,0.201,0.103,0.108,0.129,0.062,0.134,0.067,0.072,0.01,0.021,0.026,0.052
"MATH 31AL - CONLEY, W.J.",0.017,0.265,0.103,0.06,0.171,NA,0.068,0.179,0.06,NA,0.051,NA,0.026
"MATH 31AL - GREENE, M.P.",0.084,0.346,0.103,0.037,0.093,0.056,0.084,0.047,0.047,NA,NA,NA,0.103
"MATH 31B - BRIZOLIS, D.",NA,0.174,0.065,0.077,0.123,0.084,0.09,0.065,0.097,0.039,0.077,0.039,0.071
"MATH 31B - MARENGON, M.",0.039,0.211,0.086,0.117,0.117,0.039,0.164,0.133,0.031,0.008,0.016,NA,0.039
"MATH 31B - MORENO, A.J.",0.02,0.296,0.071,0.087,0.179,0.031,0.046,0.112,0.066,0.026,0.041,0.02,0.005
"MATH 31B - ROONEY, J.H.",0.005,0.198,0.099,0.099,0.165,0.082,0.038,0.17,0.055,0.016,0.027,0.016,0.027
"MATH 32A - CHAYES, L.",NA,0.253,0.147,0.137,0.074,0.105,0.074,0.021,0.105,0.042,0.021,NA,0.021
"MATH 32A - MCKENZIE, D.",0.081,0.405,0.152,0.143,0.067,0.038,0.014,0.019,0.01,0.014,0.01,0.014,0.033
"MATH 32A - SPAAS, P.",0.005,0.178,0.159,0.091,0.207,0.087,0.072,0.139,0.034,0.014,0.005,0.005,0.005
"MATH 32A - VENKATESH, S.N.",NA,0.121,0.157,0.202,0.141,0.141,0.081,0.035,0.045,0.03,0.03,0.005,0.01
"MATH 32A - VENKATESH, S.N. LEC 5",0.02,0.205,0.205,0.141,0.141,0.117,0.054,0.024,0.039,0.024,0.02,0.005,0.005
"MATH 32AH - RADKO, O.V.",0.105,0.211,0.105,0.105,0.158,0.158,NA,0.105,0.053,NA,NA,NA,NA
"MATH 32B - MAY, C.",0.047,0.124,0.109,0.054,0.116,0.093,0.054,0.07,0.062,0.031,0.093,0.008,0.14
"MATH 32B - WHITE, N.A.",0.03,0.183,0.114,0.094,0.149,0.069,0.124,0.144,0.045,0.015,0.015,NA,0.02
"MATH 33A - FILIPAZZI, S.",0.048,0.324,0.114,0.105,0.133,0.048,0.086,0.038,0.038,0.029,0.029,NA,0.01
"MATH 33A - HUANG, L.",0.019,0.266,0.038,0.044,0.184,0.215,0.095,0.057,0.044,0.006,0.013,0.006,0.013
"MATH 33A - OTTER, N.",0.084,0.263,0.156,0.067,0.128,0.061,0.045,0.045,0.05,0.028,0.017,0.039,0.017
"MATH 33A - RONCHETTI, N.",0.027,0.136,0.091,0.091,0.182,0.109,0.082,0.191,0.045,NA,0.036,NA,0.009
"MATH 33B - ELAMVAZHUTHI, K.",0.042,0.226,0.156,0.09,0.123,0.132,0.061,0.042,0.052,0.024,0.009,0.019,0.024
"MATH 33B - FAN, H.",0.031,0.423,0.128,0.112,0.061,0.133,0.026,0.031,0.02,0.026,0.005,NA,0.005
"MATH 33B - RADKO, O.V.",NA,0.579,0.026,NA,0.237,NA,0.026,0.105,NA,0.026,NA,NA,NA
"MATH 3A - ROPER, M.L.",0.097,0.172,0.097,0.075,0.215,0.043,0.032,0.108,0.032,0.011,0.065,NA,0.054
"MATH 3B - GREENE, M.P.",0.318,0.424,0.03,0.015,0.091,0.015,0.015,0.03,NA,NA,0.03,0.015,0.015
"MATH 3C - BOEDIHARDJO, M.T.",0.02,0.343,0.01,0.253,0.141,0.01,0.04,0.091,0.03,0.01,0.03,NA,0.02
"MATH 61 - MANNING, J.A.",0.02,0.188,0.089,0.139,0.193,0.089,0.119,0.084,0.035,0.02,0.005,0.01,0.01
"MATH 61 - RUBIN, J.L.",0.021,0.223,0.104,0.145,0.14,0.073,0.078,0.062,0.057,0.021,0.026,0.01,0.041
"MATH M32T - CONLEY, W.J.",NA,0.25,0.25,0.167,0.167,0.167,NA,NA,NA,NA,NA,NA,NA
"MC&IP 252 - WANG, Y.",0.333,0.267,0.067,NA,0.267,0.067,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 104AL - LEE, P.",NA,0.541,0.216,0.108,0.054,0.027,NA,NA,NA,0.027,0.027,NA,NA
"MCD BIO 138 - LYONS, K.M.",0.026,0.263,0.211,0.184,0.164,0.059,0.039,NA,0.007,NA,0.013,0.007,0.026
"MCD BIO 144 - PRUNET, N.",0.06,0.131,0.131,0.167,0.179,0.131,0.036,0.048,0.036,0.024,NA,NA,0.06
"MCD BIO 146 - GOLDSTEIN, A.",0.235,0.388,0.214,0.071,0.051,0.031,NA,NA,NA,NA,0.01,NA,NA
"MCD BIO 165A - KOCHEGAROV, A.A.",0.13,0.274,0.014,0.123,0.253,0.007,0.068,0.068,0.062,NA,NA,NA,NA
"MCD BIO 180A - NIKOLOV, L.A.",0.7,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 191 - GOLDBERG, R.B.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 50 - LEE, P.",0.009,0.487,0.217,0.078,0.078,0.061,0.035,0.009,NA,NA,0.009,0.009,0.009
"MCD BIO 60 - GALLAGHER, K.J.",NA,0.301,0.257,0.195,0.168,0.018,0.035,0.018,0.009,NA,NA,NA,NA
"MCD BIO 90 - HOOSHMAND, M.J.",NA,0.229,0.257,0.2,0.086,0.057,0.086,0.057,NA,NA,0.029,NA,NA
"MCD BIO M175A - CHANDLER, S.H.",NA,0.067,NA,0.133,0.2,0.133,0.133,0.267,0.067,NA,NA,NA,NA
"MECH&AE 101 - GUPTA, V.",0.226,0.476,0.226,0.048,NA,0.016,NA,NA,NA,NA,0.008,NA,NA
"MECH&AE 102 - SANTOS, V.",0.111,0.238,0.095,0.111,0.175,0.016,0.095,0.079,0.063,0.016,NA,NA,NA
"MECH&AE 103 - ELDREDGE, J.D.",0.029,0.216,0.176,0.206,0.157,0.098,0.078,0.039,NA,NA,NA,NA,NA
"MECH&AE 105A - MARNER, W.J.",0.052,0.165,0.103,0.072,0.206,0.031,0.103,0.103,0.031,0.041,0.072,NA,0.021
"MECH&AE 105D - AMAR, R.C.",NA,0.108,0.269,0.14,0.14,0.14,0.151,0.054,NA,NA,NA,NA,NA
"MECH&AE 107 - TSAO, T.",0.017,0.186,0.186,0.153,0.136,0.068,0.085,0.136,NA,NA,NA,0.017,0.017
"MECH&AE 131A - PILON, L.G.",0.057,0.132,0.132,0.151,0.113,0.132,0.038,0.113,0.038,0.038,NA,0.019,0.038
"MECH&AE 150A - TAIRA, K.",0.061,0.204,0.02,0.143,0.327,0.082,0.061,0.061,0.02,NA,0.02,NA,NA
"MECH&AE 154S - MITTAL, M.",0.263,0.316,0.079,0.079,0.184,0.053,NA,0.026,NA,NA,NA,NA,NA
"MECH&AE 156A - NORDENDALE, N.",0.069,0.328,0.19,0.121,0.155,0.069,NA,0.034,0.034,NA,NA,NA,NA
"MECH&AE 157 - DHIR, V.K.",NA,0.368,0.421,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 157 - JU, S.",0.056,0.389,0.167,0.389,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 157 - MATTHES, C.",NA,0.333,0.133,0.267,0.267,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 161A - DAVOYAN, A.R.",0.029,0.357,0.114,0.057,0.129,0.043,0.071,0.029,0.057,0.043,0.029,0.014,0.029
"MECH&AE 162A - MAJLESSI, A.",0.014,0.214,0.171,0.143,0.186,0.057,0.071,0.071,0.043,NA,0.014,NA,0.014
"MECH&AE 166A - SEPULVEDA, A.E.",0.029,0.319,0.203,0.159,0.174,0.058,0.014,0.029,NA,NA,NA,NA,0.014
"MECH&AE 166C - CARMAN, G.P.",0.118,0.529,0.118,0.176,0.059,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 169A - CHANG, S.",0.222,0.222,0.278,0.222,0.056,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 171A - IWASAKI, T.",0.069,0.083,0.153,0.208,0.167,0.111,0.083,0.097,0.028,NA,NA,NA,NA
"MECH&AE 174 - MOSLEH, A.",0.167,0.306,0.083,0.194,0.111,0.111,NA,0.028,NA,NA,NA,NA,NA
"MECH&AE 182C - EDOH, A.K.",0.267,0.067,0.267,NA,0.067,0.067,NA,NA,0.267,NA,NA,NA,NA
"MECH&AE 183A - LI, X.",0.087,0.239,0.109,0.304,0.152,0.087,0.022,NA,NA,NA,NA,NA,NA
"MECH&AE 231A - AYYASWAMY, P.S.",0.176,0.176,0.118,0.294,0.059,0.176,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 250C - ZHONG, X.",0.043,0.435,0.217,0.087,0.13,0.087,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 250M - KAVEHPOUR, H.P.",0.174,0.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 263A - HONG, D.W.",0.559,0.353,0.059,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 281 - KIM, C.",0.087,0.261,0.435,0.13,0.087,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 296B - GHONIEM, N.M.",0.077,0.385,0.231,0.154,0.154,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 82 - MARTIN, R.",0.125,0.183,0.154,0.144,0.135,0.096,0.077,0.048,NA,NA,0.019,NA,0.019
"MECH&AE 94 - GAO, E.X.",0.082,0.753,0.082,NA,0.014,0.014,0.027,0.014,0.014,NA,NA,NA,NA
"MECH&AE C137 - GADH, R.",0.059,0.118,0.235,0.294,0.176,NA,0.059,NA,NA,NA,0.059,NA,NA
"MECH&AE C150P - SPEARRIN, R.M.",0.135,0.189,0.351,0.081,0.081,0.108,NA,0.054,NA,NA,NA,NA,NA
"MECH&AE C231G - FISHER, T.S.",0.083,0.417,0.167,0.167,0.167,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE C237 - GADH, R.",0.1,0.333,0.133,0.233,0.033,0.167,NA,NA,NA,NA,NA,NA,NA
"MECH&AE C250P - SPEARRIN, R.M.",NA,0.3,0.2,0.3,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE C250P - SPEARRIN, R.M. LEC 80",NA,0.235,0.353,0.294,0.059,0.059,NA,NA,NA,NA,NA,NA,NA
"MECH&AE C271A - FERNANDEZ, J.H.",0.15,0.35,0.35,0.1,NA,NA,NA,0.05,NA,NA,NA,NA,NA
"MECH&AE C297A - LI, X.",NA,0.229,0.171,0.371,0.171,0.057,NA,NA,NA,NA,NA,NA,NA
"MECH&AE M183B - CHIOU, P.",0.027,0.297,0.216,0.108,0.189,0.108,NA,0.054,NA,NA,NA,NA,NA
"MECH&AE M20 - KHALID JAWED, M.",0.147,0.608,0.069,0.059,0.069,0.02,NA,NA,NA,NA,NA,0.01,0.02
"MECH&AE M256A - MAL, A.K.",0.13,0.304,0.087,0.174,0.261,0.043,NA,NA,NA,NA,NA,NA,NA
"MECH&AE M256A - MAL, A.K. LEC 80",0.118,0.118,0.294,0.118,0.176,0.059,NA,0.118,NA,NA,NA,NA,NA
"MECH&AE M270A - M'CLOSKEY, R.T.",NA,0.121,0.364,0.212,0.303,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE M270A - M'CLOSKEY, R.T. LEC 80",NA,NA,0.357,0.286,0.357,NA,NA,NA,NA,NA,NA,NA,NA
"MED M160A - ESDIN, J.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MED M160B - ESDIN, J.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 108 - BOSS, M.S.",0.067,0.15,0.133,0.2,0.133,0.067,0.1,0.083,NA,NA,NA,NA,0.067
"MGMT 108 - GUERIN, J.",0.012,0.145,0.169,0.229,0.133,0.12,0.084,0.072,0.036,NA,NA,NA,NA
"MGMT 120A - ABOODY, D.",NA,0.698,0.057,0.075,0.17,NA,NA,NA,NA,NA,NA,NA,NA
